Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_en_largo_completados_E1,Libres_directos_sacados_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Balones_recuperados_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Balones_blocados_por arriba_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Faltas_cometidas_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_en_largo_completados_E2,Libres_directos_sacados_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Balones_recuperados_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Balones_blocados_por arriba_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Faltas_cometidas_E2,media11_titular_E1,media11_titular_E2
PL-2024-25-12436938,Jornada 4,2024-09-14,Crystal Palace,1,Leicester,2,2,2.0,0.0,20,4,6,10,0,0.0,4.0,4.0,5,3.0,4,67,41,67,84.5,503,595,39,14,18.5,5,27,8,24,15,9,12,2,0.0,0,2.0,0.0,0.0,0.0,11,2.0,0.0,9,4,4,1,0,0.0,2.0,3.0,2,0.0,11,45,16,33,69.3,203,293,17,10,25.0,2,8,8,19,8,11,20,2,0.0,0,2.0,1.0,1.0,3.0,15,7.18,7.01
PL-2024-25-12436941,Jornada 4,2024-09-14,Fulham,1,West Ham,1,1,1.0,0.0,21,5,8,8,0,1.0,3.0,4.0,3,3.0,12,47,29,55,80.0,316,395,26,18,40.9,9,22,13,30,19,11,21,1,0.0,0,2.0,,,2.0,15,1.0,0.0,11,3,5,3,0,0.0,4.0,1.0,2,2.0,9,45,13,45,77.5,258,333,18,15,31.2,5,16,10,18,10,8,24,1,0.0,0,4.0,,,3.0,18,7.16,6.86
PL-2024-25-12436944,Jornada 4,2024-09-14,Liverpool,1,Nottm Forest,0,1,0.0,0.0,14,5,6,3,1,1.0,3.0,1.0,7,0.0,6,71,34,69,83.9,506,603,25,6,47.4,9,19,11,12,8,4,16,1,0.0,0,2.0,,0.0,4.0,15,0.0,1.0,5,3,2,0,0,0.0,1.0,2.0,2,5.0,6,60,5,31,69.2,189,273,22,15,,0,6,11,22,15,7,30,0,0.0,1,5.0,,1.0,4.0,6,6.93,6.95
PL-2024-25-12436946,Jornada 4,2024-09-14,Man City,1,Brentford,2,1,2.0,0.0,18,7,6,5,1,2.0,6.0,2.0,12,1.0,3,52,51,54,89.2,485,544,25,3,6.7,1,15,5,12,5,7,12,1,0.0,0,5.0,0.0,1.0,3.0,9,1.0,0.0,8,5,2,1,1,0.0,2.0,1.0,3,1.0,3,36,20,46,85.0,398,468,29,8,50.0,6,12,9,20,15,5,22,2,0.0,0,5.0,1.0,1.0,1.0,3,7.2,6.96
PL-2024-25-12436933,Jornada 4,2024-09-14,Aston Villa,1,Everton,3,2,2.0,1.0,17,8,6,3,0,1.0,2.0,6.0,6,1.0,6,97,31,73,90.5,602,665,20,12,33.3,7,21,4,20,15,5,9,2,0.0,0,0.0,2.0,0.0,1.0,10,1.0,1.0,6,2,3,1,1,0.0,0.0,2.0,2,3.0,7,39,15,27,75.8,182,240,21,10,50.0,6,12,6,24,16,8,28,3,0.0,0,4.0,0.0,1.0,4.0,12,7.01,6.77
PL-2024-25-12436931,Jornada 4,2024-09-14,Bournemouth,1,Chelsea,0,1,0.0,0.0,19,7,8,4,2,2.0,7.0,1.0,6,4.0,9,57,28,33,69.9,193,276,22,8,23.5,4,17,10,14,8,6,18,1,0.0,0,2.0,0.0,1.0,6.0,16,1.0,0.0,10,3,3,4,0,1.0,3.0,1.0,3,3.0,12,50,21,67,85.3,494,579,19,16,12.5,1,8,6,12,7,5,18,0,0.0,1,7.0,1.0,1.0,8.0,9,6.92,7.15
PL-2024-25-12436951,Jornada 4,2024-09-15,Tottenham,1,Arsenal,0,1,0.0,0.0,15,5,4,6,0,1.0,4.0,0.0,7,2.0,7,62,29,64,88.5,437,494,14,10,25.8,8,31,9,20,13,7,24,1,0.0,0,3.0,0.0,2.0,5.0,13,1.0,0.0,7,4,0,3,0,0.0,0.0,2.0,6,3.0,12,37,24,36,75.5,213,282,19,13,30.8,4,13,9,21,12,9,32,0,0.0,1,5.0,2.0,0.0,3.0,10,7.02,7.25
PL-2024-25-12436954,Jornada 4,2024-09-15,Wolves,1,Newcastle,1,2,1.0,0.0,12,5,5,2,1,1.0,1.0,2.0,4,3.0,15,50,27,49,83.6,362,433,28,6,23.8,5,21,10,23,14,9,18,2,0.0,0,4.0,1.0,,3.0,17,0.0,2.0,14,6,4,4,1,2.0,2.0,2.0,7,2.0,12,63,23,51,88.1,415,471,13,16,15.4,2,13,5,14,9,5,22,1,0.0,0,4.0,1.0,,3.0,6,7.03,6.89
PL-2024-25-12436980,Jornada 5,2024-09-21,West Ham,1,Chelsea,0,3,0.0,0.0,15,7,3,5,0,2.0,5.0,0.0,6,2.0,9,68,36,53,89.2,444,498,20,9,20.7,6,29,8,16,6,10,10,3,0.0,0,2.0,0.0,1.0,5.0,17,3.0,0.0,12,5,4,3,0,0.0,1.0,5.0,5,1.0,6,37,32,47,86.6,393,454,23,17,37.5,3,8,8,19,9,10,34,0,0.0,1,7.0,3.0,2.0,2.0,9,6.75,7.51
PL-2024-25-12436957,Jornada 5,2024-09-21,Aston Villa,1,Wolves,3,1,3.0,0.0,9,4,2,3,0,0.0,3.0,5.0,6,1.0,9,58,31,53,87.9,393,447,8,15,23.5,4,17,5,15,10,5,15,1,0.0,0,3.0,,,3.0,11,0.0,1.0,10,4,1,5,0,0.0,1.0,0.0,5,5.0,7,26,19,47,85.7,341,398,21,11,54.5,6,11,10,23,9,14,19,3,0.0,0,0.0,,,6.0,16,7.05,6.76
PL-2024-25-12436964,Jornada 5,2024-09-21,Fulham,1,Newcastle,3,1,3.0,0.0,22,11,9,2,1,2.0,2.0,5.0,6,1.0,4,54,38,39,82.3,283,344,12,8,41.2,7,17,6,19,9,10,21,1,0.0,0,4.0,1.0,,6.0,16,1.0,0.0,16,5,8,3,0,0.0,3.0,1.0,0,6.0,7,52,21,61,90.4,506,560,18,16,33.3,4,12,10,9,5,4,15,3,0.0,0,8.0,0.0,,0.0,8,7.05,6.76
PL-2024-25-12436967,Jornada 5,2024-09-21,Leicester,1,Everton,1,1,1.0,0.0,12,2,7,3,0,0.0,2.0,2.0,6,2.0,8,55,29,59,84.6,389,460,25,12,27.6,8,29,4,24,17,7,13,1,0.0,0,4.0,1.0,0.0,1.0,11,1.0,0.0,17,5,6,6,1,0.0,3.0,3.0,1,5.0,7,53,25,41,80.9,271,335,27,11,28.6,4,14,9,18,13,5,30,1,0.0,0,1.0,2.0,1.0,2.0,12,7.26,7.01
PL-2024-25-12436969,Jornada 5,2024-09-21,Liverpool,1,Bournemouth,3,0,3.0,0.0,19,13,3,3,1,3.0,2.0,4.0,3,0.0,16,57,33,59,88.9,519,584,24,11,25.0,2,8,6,20,14,6,21,0,0.0,1,7.0,1.0,0.0,1.0,10,0.0,0.0,19,6,9,4,1,1.0,6.0,2.0,9,3.0,11,42,32,41,85.3,332,389,24,9,16.7,4,24,7,20,11,9,16,3,0.0,0,9.0,1.0,1.0,4.0,12,7.83,6.81
PL-2024-25-12436973,Jornada 5,2024-09-21,Southampton,1,Ipswich,1,1,1.0,0.0,11,3,5,3,1,0.0,2.0,4.0,2,3.0,10,43,23,54,87.0,428,492,15,16,,0,9,15,16,7,9,33,1,0.0,0,5.0,1.0,,4.0,16,0.0,1.0,13,6,4,3,0,1.0,3.0,2.0,10,1.0,8,46,24,46,85.6,350,409,17,16,21.7,5,23,13,17,8,9,15,1,0.0,0,2.0,2.0,,4.0,16,7.15,7.0
PL-2024-25-12436977,Jornada 5,2024-09-21,Tottenham,1,Brentford,3,1,3.0,0.0,23,10,3,10,0,1.0,3.0,7.0,9,1.0,11,51,61,48,81.8,355,434,20,8,17.4,4,23,17,18,11,7,20,1,0.0,0,5.0,3.0,1.0,3.0,11,1.0,0.0,6,6,0,0,0,1.0,0.0,2.0,4,2.0,8,47,18,52,80.4,393,489,37,11,8.3,1,12,11,27,16,11,26,3,0.0,0,6.0,1.0,0.0,1.0,9,7.39,6.9
PL-2024-25-12436962,Jornada 5,2024-09-21,Crystal Palace,1,Man United,0,0,0.0,0.0,9,4,3,2,0,1.0,1.0,3.0,4,1.0,4,34,16,33,70.6,221,313,24,11,42.9,6,14,13,22,10,12,30,0,0.0,1,7.0,3.0,,3.0,7,0.0,0.0,15,6,5,4,3,0.0,3.0,5.0,11,0.0,7,72,33,67,85.6,547,639,14,6,13.0,3,23,9,14,8,6,14,0,0.0,1,4.0,0.0,,2.0,12,7.08,7.18
PL-2024-25-12436959,Jornada 5,2024-09-22,Brighton,1,Nottm Forest,2,2,1.0,1.0,14,3,4,7,0,0.0,5.0,2.0,9,0.0,10,64,31,70,87.6,475,542,17,11,20.9,9,43,7,12,5,7,9,2,0.0,0,2.0,1.0,1.0,3.0,12,2.0,0.0,4,3,0,1,0,0.0,0.0,2.0,1,4.0,8,44,14,30,69.0,169,245,14,11,,0,4,8,18,8,10,48,2,0.0,0,1.0,0.0,0.0,6.0,11,6.95,6.59
PL-2024-25-12436971,Jornada 5,2024-09-22,Man City,1,Arsenal,2,2,2.0,0.0,33,11,9,13,1,3.0,15.0,5.0,8,0.0,10,54,55,77,91.3,644,705,21,10,25.0,6,24,3,10,5,5,9,2,0.0,0,1.0,0.0,,3.0,7,1.0,1.0,5,3,2,0,0,0.0,0.0,3.0,2,1.0,4,34,8,23,71.2,148,208,14,6,42.9,3,7,4,16,10,6,37,2,0.0,0,9.0,3.0,,6.0,10,7.21,6.93
PL-2024-25-12436999,Jornada 6,2024-09-28,Newcastle,1,Man City,1,1,1.0,0.0,11,4,3,4,0,0.0,1.0,2.0,5,1.0,8,45,25,38,78.9,261,331,23,10,31.2,5,16,10,15,7,8,21,1,0.0,0,5.0,1.0,,4.0,14,1.0,0.0,16,6,4,6,0,1.0,3.0,1.0,6,0.0,13,53,40,62,87.8,490,558,18,14,10.5,2,19,7,15,11,4,20,1,0.0,0,3.0,0.0,,4.0,10,7.05,7.23
PL-2024-25-12436985,Jornada 6,2024-09-28,Arsenal,1,Leicester,4,2,3.0,0.0,35,16,10,9,1,4.0,4.0,9.0,17,0.0,18,62,77,75,89.2,592,664,17,6,23.7,9,38,4,19,12,7,8,2,0.0,0,1.0,0.0,0.0,2.0,11,2.0,0.0,5,3,1,1,0,0.0,0.0,0.0,0,1.0,4,18,11,25,73.7,171,232,17,11,50.0,2,4,6,24,14,10,63,4,0.0,0,13.0,1.0,3.0,4.0,6,7.6,7.0
PL-2024-25-12436987,Jornada 6,2024-09-28,Brentford,1,West Ham,1,1,1.0,0.0,8,3,2,3,0,2.0,2.0,1.0,7,1.0,4,69,22,57,80.5,425,528,23,8,17.9,5,28,10,25,15,10,20,1,0.0,0,2.0,1.0,1.0,2.0,2,1.0,0.0,19,3,10,6,0,0.0,7.0,1.0,6,2.0,10,54,39,43,79.2,316,399,34,2,25.0,4,16,10,17,7,10,37,1,0.0,0,2.0,0.0,0.0,3.0,11,7.04,6.92
PL-2024-25-12436989,Jornada 6,2024-09-28,Chelsea,1,Brighton,4,2,3.0,1.0,15,7,5,3,2,0.0,1.0,7.0,8,6.0,15,38,27,41,76.6,288,376,19,8,27.3,3,11,7,22,13,9,17,2,0.0,0,4.0,,,3.0,11,2.0,0.0,15,5,5,5,0,2.0,5.0,3.0,2,2.0,11,68,28,59,86.2,476,552,19,11,25.0,4,16,12,16,8,8,12,4,0.0,0,2.0,,,2.0,8,6.95,6.56
PL-2024-25-12436992,Jornada 6,2024-09-28,Everton,1,Crystal Palace,2,1,1.0,1.0,8,2,4,2,0,0.0,2.0,1.0,5,2.0,8,53,16,40,74.6,259,347,27,9,30.4,7,23,16,14,5,9,22,1,0.0,0,3.0,3.0,0.0,2.0,13,1.0,0.0,17,5,5,7,0,2.0,4.0,1.0,8,0.0,5,63,31,60,81.3,435,535,29,13,15.0,3,20,8,25,17,8,26,2,0.0,0,0.0,0.0,2.0,0.0,11,7.15,7.15
PL-2024-25-12437001,Jornada 6,2024-09-28,Nottm Forest,1,Fulham,0,1,0.0,0.0,11,1,5,5,0,1.0,4.0,0.0,6,7.0,4,43,33,41,79.2,278,351,11,15,19.2,5,26,9,8,3,5,22,1,0.0,0,1.0,0.0,1.0,2.0,11,1.0,0.0,14,2,5,7,0,0.0,4.0,1.0,5,1.0,9,60,24,59,87.1,459,527,18,11,17.4,4,23,9,7,2,5,40,0,0.0,1,1.0,1.0,1.0,4.0,15,6.81,7.24
PL-2024-25-12437002,Jornada 6,2024-09-28,Wolves,1,Liverpool,1,2,1.0,0.0,8,3,3,2,0,0.0,2.0,1.0,2,1.0,7,36,18,45,83.8,357,426,21,8,20.0,3,15,9,14,11,3,23,2,0.0,0,4.0,2.0,,2.0,16,2.0,0.0,10,6,3,1,0,1.0,1.0,3.0,10,2.0,4,48,38,55,85.2,455,534,15,15,28.6,6,21,7,10,9,1,10,1,0.0,0,2.0,1.0,,3.0,8,6.81,6.95
PL-2024-25-12436993,Jornada 6,2024-09-29,Ipswich,1,Aston Villa,2,2,2.0,0.0,15,5,6,4,0,2.0,3.0,4.0,10,2.0,10,54,22,44,85.0,347,408,20,14,17.6,3,17,7,18,9,9,15,2,0.0,0,1.0,0.0,,4.0,10,2.0,0.0,7,3,4,0,0,1.0,2.0,2.0,0,1.0,5,83,18,56,88.6,480,542,25,10,25.0,1,4,5,15,9,6,16,2,0.0,0,3.0,1.0,,1.0,14,6.88,6.91
PL-2024-25-12436995,Jornada 6,2024-09-29,Man United,1,Tottenham,0,3,0.0,0.0,11,2,5,4,1,1.0,0.0,0.0,5,2.0,2,54,25,39,79.0,312,395,28,14,28.6,6,21,17,27,15,12,16,3,0.0,0,7.0,1.0,,5.0,16,3.0,0.0,24,10,7,7,1,2.0,4.0,9.0,3,1.0,6,48,45,61,88.4,562,636,16,16,40.0,6,15,11,7,6,1,14,0,0.0,1,2.0,1.0,,3.0,14,6.75,7.42
PL-2024-25-12436982,Jornada 6,2024-09-30,Bournemouth,1,Southampton,3,1,3.0,0.0,14,6,2,6,0,2.0,3.0,1.0,6,1.0,8,54,27,40,80.7,305,378,20,11,5.3,1,19,11,20,8,12,17,1,0.0,0,2.0,1.0,0.0,2.0,19,1.0,0.0,9,3,3,3,0,1.0,2.0,1.0,4,1.0,7,48,16,60,86.5,499,577,23,19,21.4,3,14,8,20,12,8,22,3,0.0,0,3.0,1.0,1.0,5.0,12,7.21,6.73
PL-2024-25-12437015,Jornada 7,2024-10-05,Crystal Palace,1,Liverpool,0,1,0.0,0.0,9,5,4,0,0,2.0,4.0,2.0,3,1.0,4,47,9,32,69.7,209,300,20,15,11.1,1,9,5,8,6,2,25,1,0.0,0,3.0,,0.0,4.0,7,1.0,0.0,16,4,7,5,0,2.0,6.0,4.0,8,0.0,8,69,28,68,85.5,549,642,31,7,25.0,4,16,13,13,6,7,16,0,0.0,1,5.0,,2.0,2.0,15,6.74,7.35
PL-2024-25-12437004,Jornada 7,2024-10-05,Arsenal,1,Southampton,3,1,3.0,0.0,29,6,13,10,1,1.0,8.0,4.0,13,1.0,14,61,65,59,90.1,483,536,19,9,18.8,6,32,9,16,12,4,10,1,0.0,0,1.0,,0.0,0.0,10,1.0,0.0,8,2,1,5,2,1.0,2.0,2.0,1,0.0,6,32,8,41,85.3,337,395,13,10,14.3,1,7,9,15,10,5,33,3,0.0,0,3.0,,1.0,3.0,9,7.41,6.47
PL-2024-25-12437008,Jornada 7,2024-10-05,Brentford,1,Wolves,5,3,5.0,0.0,19,12,4,3,0,2.0,3.0,8.0,10,5.0,5,51,46,44,77.5,283,365,28,9,48.1,13,27,6,16,8,8,32,3,0.0,0,3.0,1.0,1.0,2.0,9,3.0,0.0,17,6,7,4,0,2.0,5.0,1.0,3,1.0,2,59,31,56,78.7,376,478,24,9,20.0,4,20,5,17,15,2,22,5,0.0,0,7.0,0.0,0.0,3.0,10,7.31,6.84
PL-2024-25-12437020,Jornada 7,2024-10-05,Leicester,1,Bournemouth,1,0,1.0,0.0,6,2,3,1,0,1.0,2.0,2.0,0,2.0,6,49,13,44,76.1,280,368,33,14,16.7,1,6,7,14,10,4,36,0,0.0,1,2.0,2.0,,4.0,12,0.0,0.0,19,2,11,6,2,1.0,3.0,5.0,9,1.0,9,63,34,56,81.7,362,443,20,11,26.7,8,30,6,22,14,8,20,1,0.0,0,1.0,1.0,,1.0,14,7.05,6.96
PL-2024-25-12437022,Jornada 7,2024-10-05,Man City,1,Fulham,3,2,1.0,2.0,20,7,5,8,0,1.0,7.0,1.0,8,0.0,11,56,39,58,90.7,575,634,11,10,37.5,6,16,4,10,7,3,19,2,0.0,0,2.0,0.0,,2.0,4,2.0,0.0,11,4,3,4,0,1.0,1.0,5.0,3,3.0,5,53,26,42,86.7,392,452,26,4,26.7,4,15,7,23,9,14,22,3,0.0,0,4.0,1.0,,1.0,10,7.29,6.73
PL-2024-25-12437024,Jornada 7,2024-10-05,West Ham,1,Ipswich,4,1,4.0,0.0,23,13,6,4,2,3.0,3.0,9.0,5,3.0,8,45,27,53,87.1,432,496,31,5,27.3,3,11,8,19,11,8,18,1,0.0,0,2.0,2.0,1.0,0.0,12,1.0,0.0,9,2,4,3,0,0.0,4.0,2.0,5,1.0,11,54,16,47,84.0,361,430,25,10,20.0,3,15,6,15,11,4,14,4,0.0,0,8.0,5.0,0.0,1.0,6,7.24,6.73
PL-2024-25-12437018,Jornada 7,2024-10-05,Everton,1,Newcastle,0,0,0.0,0.0,8,2,5,1,0,1.0,5.0,2.0,0,2.0,13,58,13,32,73.5,228,310,20,8,22.2,2,9,10,19,11,8,30,0,0.0,1,3.0,1.0,2.0,1.0,12,0.0,0.0,14,3,8,3,0,0.0,2.0,1.0,10,3.0,6,60,42,68,86.3,566,656,16,11,31.8,7,22,8,25,13,12,6,0,0.0,1,2.0,1.0,1.0,2.0,8,7.05,7.14
PL-2024-25-12437006,Jornada 7,2024-10-06,Aston Villa,1,Man United,0,0,0.0,0.0,11,1,7,3,0,1.0,4.0,,6,0.0,7,41,25,54,82.9,345,416,11,11,10.0,2,20,6,12,10,2,14,0,0.0,1,4.0,1.0,,1.0,12,0.0,0.0,10,4,4,2,2,2.0,4.0,,3,1.0,4,54,11,46,81.8,302,369,20,12,33.3,3,9,12,21,12,9,23,0,0.0,1,1.0,1.0,,5.0,11,7.02,7.0
PL-2024-25-12437013,Jornada 7,2024-10-06,Chelsea,1,Nottm Forest,1,1,1.0,0.0,22,8,9,5,1,1.0,7.0,3.0,11,1.0,11,70,51,66,87.8,519,591,21,10,17.2,5,29,8,14,10,4,17,1,0.0,0,8.0,1.0,,6.0,12,1.0,0.0,16,9,1,6,0,3.0,4.0,4.0,3,3.0,9,43,22,34,76.1,233,306,15,11,27.3,3,11,6,12,6,6,32,1,0.0,0,7.0,0.0,,4.0,11,7.5,6.97
PL-2024-25-12437011,Jornada 7,2024-10-06,Brighton,1,Tottenham,3,2,3.0,0.0,11,4,5,2,0,1.0,1.0,4.0,4,2.0,7,36,27,41,82.7,301,364,16,10,33.3,5,15,11,12,7,5,18,2,0.0,0,1.0,0.0,0.0,2.0,14,2.0,0.0,13,3,7,3,0,0.0,2.0,1.0,7,2.0,14,56,32,59,87.6,461,526,19,13,5.3,1,19,7,20,12,8,12,3,0.0,0,1.0,1.0,1.0,2.0,10,6.73,6.99
PL-2024-25-12437038,Jornada 8,2024-10-19,Tottenham,1,West Ham,4,1,3.0,0.0,22,7,9,6,1,1.0,4.0,2.0,13,2.0,7,58,43,57,86.8,414,477,17,15,32.1,9,28,5,25,16,9,14,1,0.0,0,2.0,1.0,,1.0,10,1.0,0.0,11,4,4,3,0,1.0,3.0,2.0,5,1.0,15,34,21,43,80.6,295,366,37,10,25.0,3,12,11,33,25,8,25,4,0.0,0,4.0,2.0,,3.0,15,7.33,6.65
PL-2024-25-12437028,Jornada 8,2024-10-19,Fulham,1,Aston Villa,1,3,1.0,0.0,10,4,5,1,0,0.0,1.0,4.0,6,2.0,3,47,24,52,86.9,377,434,23,10,23.3,7,30,14,18,11,7,22,3,0.0,0,4.0,1.0,2.0,3.0,8,1.0,1.0,14,5,5,4,0,0.0,3.0,2.0,11,2.0,8,48,27,48,88.5,361,408,15,8,15.8,3,19,14,11,5,6,19,1,0.0,0,3.0,2.0,0.0,5.0,11,6.66,7.1
PL-2024-25-12437034,Jornada 8,2024-10-19,Man United,1,Brentford,2,1,2.0,0.0,23,11,6,6,0,4.0,6.0,3.0,9,1.0,5,65,35,50,83.8,409,488,29,5,31.6,6,19,8,25,16,9,24,1,0.0,0,1.0,1.0,0.0,2.0,4,1.0,0.0,8,2,4,2,0,1.0,1.0,2.0,2,3.0,12,54,14,50,85.1,412,484,19,4,38.5,5,13,10,15,11,4,31,2,0.0,0,9.0,0.0,1.0,2.0,5,7.37,7.14
PL-2024-25-12437035,Jornada 8,2024-10-19,Newcastle,1,Brighton,0,1,0.0,0.0,21,6,6,9,0,1.0,5.0,4.0,9,3.0,10,69,45,60,82.4,448,544,19,8,13.0,3,23,13,26,19,7,6,1,0.0,0,4.0,0.0,0.0,2.0,11,1.0,0.0,10,5,3,2,0,2.0,0.0,4.0,4,0.0,3,41,12,40,79.2,294,371,27,11,37.5,3,8,9,26,15,11,37,0,0.0,1,6.0,1.0,1.0,2.0,9,7.11,7.25
PL-2024-25-12437037,Jornada 8,2024-10-19,Southampton,1,Leicester,2,3,2.0,0.0,14,7,5,2,1,0.0,0.0,3.0,10,1.0,6,47,29,42,82.7,297,359,20,10,26.3,5,19,9,21,16,5,30,3,0.0,0,1.0,0.0,0.0,5.0,10,3.0,0.0,18,4,10,4,2,0.0,4.0,4.0,6,2.0,7,67,41,58,85.4,420,492,23,10,29.6,8,27,5,30,17,13,22,2,0.0,0,6.0,2.0,1.0,3.0,10,6.89,7.22
PL-2024-25-12437030,Jornada 8,2024-10-19,Ipswich,1,Everton,0,2,0.0,0.0,13,2,8,3,0,1.0,3.0,2.0,5,1.0,7,58,24,55,86.6,419,484,22,9,22.2,6,27,9,13,9,4,17,2,0.0,0,6.0,,0.0,1.0,12,2.0,0.0,11,8,3,0,0,2.0,1.0,3.0,7,0.0,9,46,27,45,79.2,319,403,27,12,23.1,3,13,6,18,12,6,31,0,0.0,1,2.0,,2.0,1.0,10,6.67,7.29
PL-2024-25-12437026,Jornada 8,2024-10-19,Bournemouth,1,Arsenal,2,0,2.0,0.0,13,4,4,5,0,0.0,4.0,3.0,7,1.0,17,66,28,49,79.8,323,405,17,11,12.0,3,25,6,16,11,5,20,0,0.0,1,1.0,1.0,,1.0,12,0.0,0.0,6,1,4,1,0,0.0,1.0,2.0,4,1.0,7,49,22,51,79.3,348,439,20,12,26.7,4,15,6,17,10,7,26,2,0.0,0,2.0,2.0,,1.0,11,7.03,6.57
PL-2024-25-12437039,Jornada 8,2024-10-20,Wolves,1,Man City,1,2,1.0,0.0,3,2,1,0,0,0.0,1.0,2.0,1,2.0,4,30,4,22,66.2,143,216,20,4,50.0,2,4,6,26,13,13,44,2,0.0,0,5.0,2.0,,4.0,8,1.0,1.0,22,7,7,8,0,3.0,6.0,0.0,18,1.0,10,65,85,78,89.9,657,731,12,8,17.5,7,40,3,14,10,4,5,1,0.0,0,1.0,0.0,,1.0,5,6.8,7.5
PL-2024-25-12437032,Jornada 8,2024-10-20,Liverpool,1,Chelsea,2,1,2.0,0.0,9,5,3,1,0,1.0,0.0,3.0,1,5.0,5,54,17,43,79.7,326,409,22,13,25.0,1,4,6,25,18,7,18,1,0.0,0,1.0,,,4.0,12,1.0,0.0,12,2,6,4,1,0.0,3.0,3.0,5,0.0,10,56,26,57,87.8,476,542,22,12,23.5,4,17,8,12,10,2,11,2,0.0,0,3.0,,,3.0,13,6.93,6.74
PL-2024-25-12437036,Jornada 8,2024-10-21,Nottm Forest,1,Crystal Palace,1,0,0.0,1.0,20,6,5,9,1,2.0,7.0,3.0,6,2.0,16,54,36,50,82.1,362,441,25,11,39.1,9,23,14,9,5,4,17,0,0.0,1,7.0,0.0,1.0,2.0,9,0.0,0.0,20,7,7,6,2,2.0,8.0,0.0,6,2.0,6,56,23,50,79.9,358,448,20,9,18.8,3,16,5,23,14,9,25,1,0.0,0,5.0,1.0,1.0,3.0,12,7.43,7.12
PL-2024-25-12437048,Jornada 9,2024-10-25,Leicester,1,Nottm Forest,1,3,1.0,0.0,11,1,7,3,0,0.0,6.0,1.0,6,0.0,6,77,27,64,86.1,482,560,20,9,26.9,7,26,6,14,10,4,26,3,0.0,0,2.0,0.0,1.0,5.0,16,2.0,1.0,20,5,9,6,1,1.0,6.0,4.0,7,1.0,15,52,30,36,75.7,231,305,28,15,4.8,1,21,10,19,11,8,30,1,0.0,0,0.0,1.0,3.0,3.0,9,6.7,7.21
PL-2024-25-12437041,Jornada 9,2024-10-26,Aston Villa,1,Bournemouth,1,1,1.0,0.0,18,8,5,5,0,2.0,3.0,3.0,9,0.0,6,54,34,57,82.6,362,438,18,14,28.6,6,21,11,11,5,6,15,1,0.0,0,2.0,3.0,0.0,7.0,12,1.0,0.0,10,3,4,3,0,2.0,4.0,0.0,7,5.0,5,49,17,43,83.1,270,325,26,12,20.0,4,20,11,17,10,7,21,1,0.0,0,7.0,0.0,2.0,6.0,14,7.0,7.05
PL-2024-25-12437043,Jornada 9,2024-10-26,Brentford,1,Ipswich,4,3,2.0,1.0,20,9,5,6,0,1.0,4.0,7.0,4,2.0,5,68,31,65,84.3,468,555,21,10,30.8,8,26,4,8,6,2,31,3,0.0,0,2.0,1.0,0.0,0.0,7,3.0,0.0,11,5,6,0,1,0.0,3.0,4.0,5,1.0,3,53,20,35,71.9,210,292,21,7,21.1,4,19,12,13,9,4,36,4,0.0,0,6.0,2.0,1.0,3.0,10,7.16,6.81
PL-2024-25-12437044,Jornada 9,2024-10-26,Brighton,1,Wolves,2,2,2.0,0.0,19,6,5,8,0,3.0,3.0,2.0,9,2.0,11,43,35,51,86.9,393,452,30,10,23.1,6,26,9,17,10,7,21,2,0.0,0,5.0,0.0,1.0,3.0,12,2.0,0.0,14,7,2,5,0,0.0,0.0,1.0,6,1.0,12,43,31,49,82.4,361,438,26,12,26.3,5,19,9,24,12,12,30,2,0.0,0,4.0,1.0,0.0,3.0,10,7.13,7.09
