Partido_id,Fase,Fecha,Equipo1,Es_Local_E1,Equipo2,EQUIPO1_GOLES,EQUIPO2_GOLES,Goles_dentro_area_E1,Goles_Fuera_Area_E1,Disparos_totales_E1,Disparos_a_puerta_E1,Disparos_fuera_E1,Disparo_Bloqueados_E1,Disparos_Al palo_E1,Disparos_Larguero_E1,Disparos_Poste_E1,Disparos_a_puerta_fuera_del_area_E1,Disparos_fuera_desde_fuera_del_area_E1,Asistencias_E1,Penaltis_marcados_E1,Penaltis_fallados_E1,Penaltis_forzados_E1,Ataques_E1,Oportunidades_claras_E1,Saques_de_esquina_sacados_E1,Fueras_de_juego_E1,Regates_E1,Ataques_tercio_ofensivo_E1,Ataques_zonas_clave_E1,Carreras_hacia_el_area_E1,Posesion_E1,Precision_pase_E1,Pases_completados_E1,Pases_realizados_E1,Pases_cortos_completados_E1,Pases_media_distancia_completados_E1,Pases_en_largo_completados_E1,Pases_completados_atras_E1,Pases_completadosa_izquierda_E1,Pases_completados_derecha_E1,Libres_directos_sacados_E1,Centros__tercio_ofensivo_E1,Pases_zonas_clave_E1,Pases_al_area_E1,Precision_en_el_centro_E1,Centros_completados_E1,Centros_realizados_E1,Tiempo_de_posesion_E1,Balones_recuperados_E1,Bloqueos_E1,Penaltis_cometidos_E1,Entradas_E1,Entradas_con_exito_E1,Entradas_perdidas_E1,Despejes_completados_E1,Despejes_realizados_E1,goles_encajados_E1,Goles_encajados_propia_puerta_E1,Porterias_a_cero_E1,Paradas_E1,Paradas_en_libres_directo_E1,Paradas-tras_libre_indirecto_E1,Penaltis_parados_E1,Balones_blocados_E1,Balones_blocados_por arriba_E1,Balones_blocados_por_abajo_E1,Despejes_de_puños_E1,Tarjetas_amarillas_E1,Tarjetas_rojas_E1,Faltas_cometidas_E1,Faltas_cometidas_tercio_def_E1,Faltas_cometidas_en_campo_propio_E1,Goles_dentro_area_E2,Goles_Fuera_Area_E2,Disparos_totales_E2,Disparos_a_puerta_E2,Disparos_fuera_E2,Disparo_Bloqueados_E2,Disparos_Al palo_E2,Disparos_Larguero_E2,Disparos_Poste_E2,Disparos_a_puerta_fuera_del_area_E2,Disparos_fuera_desde_fuera_del_area_E2,Asistencias_E2,Penaltis_marcados_E2,Penaltis_fallados_E2,Penaltis_forzados_E2,Ataques_E2,Oportunidades_claras_E2,Saques_de_esquina_sacados_E2,Fueras_de_juego_E2,Regates_E2,Ataques_tercio_ofensivo_E2,Ataques_zonas_clave_E2,Carreras_hacia_el_area_E2,Posesion_E2,Precision_pase_E2,Pases_completados_E2,Pases_realizados_E2,Pases_cortos_completados_E2,Pases_media_distancia_completados_E2,Pases_en_largo_completados_E2,Pases_completados_atras_E2,Pases_completadosa_izquierda_E2,Pases_completados_derecha_E2,Libres_directos_sacados_E2,Centros__tercio_ofensivo_E2,Pases_zonas_clave_E2,Pases_al_area_E2,Precision_en_el_centro_E2,Centros_completados_E2,Centros_realizados_E2,Tiempo_de_posesion_E2,Balones_recuperados_E2,Bloqueos_E2,Penaltis_cometidos_E2,Entradas_E2,Entradas_con_exito_E2,Entradas_perdidas_E2,Despejes_completados_E2,Despejes_realizados_E2,goles_encajados_E2,Goles_encajados_propia_puerta_E2,Porterias_a_cero_E2,Paradas_E2,Paradas_en_libres_directo_E2,Paradas-tras_libre_indirecto_E2,Penaltis_parados_E2,Balones_blocados_E2,Balones_blocados_por arriba_E2,Balones_blocados_por_abajo_E2,Despejes_de_puños_E2,Tarjetas_amarillas_E2,Tarjetas_rojas_E2,Faltas_cometidas_E2,Faltas_cometidas_tercio_def_E2,Faltas_cometidas_en_campo_propio_E2,media11_titular_E1,media11_titular_E2
PL-2025-26-14025261,Jornada 9,2025-10-25,Chelsea,1,Sunderland,1,2,,,16,7,5,4,0,,,,,,,,,,2.0,9,3.0,9,61,,26,68,90.1,567,629,,,19,,,,13,,,,13.8,4,29,,3,,,8,8,0,,18,2,,0,2.0,,,,,1.0,,0.0,1.0,,15,,,,,10,4,2,4,0,,,,,,,,,,2.0,1,2.0,4,55,,17,32,78.5,230,293,,,19,,,,15,,,,11.1,1,9,,8,,,14,8,6,,33,1,,0,6.0,,,,,3.0,,1.0,1.0,,13,,,6.95,6.96
PL-2025-26-14025269,Jornada 9,2025-10-25,Newcastle,1,Fulham,2,1,,,18,7,6,5,2,,,,,,,,,,4.0,4,0.0,6,51,,35,51,84.3,381,452,,,22,,,,18,,,,31.6,6,19,,7,,,14,9,5,,20,1,,0,4.0,,,,,1.0,,0.0,0.0,,11,,,,,12,5,2,5,1,,,,,,,,,,2.0,3,1.0,5,48,,25,49,79.1,351,444,,,22,,,,11,,,,7.7,1,13,,9,,,19,11,8,,21,2,,0,5.0,,,,,0.0,,1.0,2.0,,18,,,7.11,6.62
PL-2025-26-14025267,Jornada 9,2025-10-25,Man United,1,Brighton,4,2,,,13,9,3,1,1,,,,,,,,,,4.0,1,2.0,13,46,,21,44,81.7,361,442,,,27,,,,13,,,,11.1,1,9,,14,,,21,13,8,,15,2,,0,3.0,,,,,1.0,,,2.0,,4,,,,,17,5,8,4,0,,,,,,,,,,1.0,6,2.0,17,45,,20,56,85.4,485,568,,,20,,,,4,,,,29.4,5,17,,12,,,18,12,6,,18,4,,0,5.0,,,,,1.0,,,2.0,,13,,,7.33,6.33
PL-2025-26-14025259,Jornada 9,2025-10-25,Brentford,1,Liverpool,3,2,,,17,8,7,2,0,,,,,,,,,,7.0,5,2.0,7,50,,34,34,69.8,201,288,,,22,,,,9,,,,31.6,6,19,,14,,,15,9,6,,35,2,,0,3.0,,,,,,,0.0,3.0,,7,,,,,18,5,7,6,0,,,,,,,,,,3.0,4,0.0,9,74,,37,66,83.6,490,586,,,24,,,,7,,,,33.3,7,21,,4,,,21,12,9,,41,3,,0,5.0,,,,,,,1.0,2.0,,10,,,7.07,6.75
PL-2025-26-14025255,Jornada 9,2025-10-26,Arsenal,1,Crystal Palace,1,0,,,10,3,4,3,1,,,,,,,,,,2.0,4,2.0,5,87,,25,60,83.1,449,540,,,18,,,,11,,,,40.0,4,10,,6,,,12,7,5,,28,0,,1,1.0,,,,,,,,,,6,,,,,7,1,3,3,0,,,,,,,,,,0.0,3,1.0,4,46,,15,40,73.6,265,360,,,19,,,,6,,,,30.0,3,10,,12,,,16,9,7,,44,1,,0,2.0,,,,,,,,,,11,,,7.22,6.69
PL-2025-26-14025257,Jornada 9,2025-10-26,Aston Villa,1,Man City,1,0,,,9,3,1,5,0,,,,,,,,,,2.0,5,1.0,6,48,,26,47,86.4,388,449,,,25,,,,16,,,,25.0,3,12,,7,,,18,11,7,,19,0,,1,3.0,,,,,1.0,,,1.0,,8,,,,,18,4,5,9,0,,,,,,,,,,2.0,6,3.0,6,52,,33,53,90.3,455,504,,,10,,,,8,,,,33.3,7,21,,11,,,14,8,6,,19,1,,0,2.0,,,,,0.0,,,4.0,,16,,,7.29,6.72
PL-2025-26-14025253,Jornada 9,2025-10-26,Bournemouth,1,Nottm Forest,2,0,,,13,5,4,4,0,,,,,,,,,,,6,3.0,7,45,,16,52,80.3,359,447,,,17,,,,7,,,,20.0,2,10,,12,,,9,7,2,,16,0,,1,4.0,,,,,0.0,,,3.0,,17,,,,,8,4,2,2,0,,,,,,,,,,,4,0.0,2,62,,7,48,77.8,318,409,,,30,,,,17,,,,23.1,3,13,,9,,,19,10,9,,18,2,,0,3.0,,,,,1.0,,,1.0,,7,,,7.06,6.55
PL-2025-26-14025271,Jornada 9,2025-10-26,Wolves,1,Burnley,2,3,,,15,7,6,2,1,,,,,,,,,,3.0,4,2.0,7,73,,35,57,84.0,414,493,,,28,,,,6,,,,27.3,12,44,,9,,,14,6,8,,24,3,,0,4.0,,,,,,,,1.0,,12,,,,,11,7,1,3,0,,,,,,,,,,2.0,3,2.0,3,56,,20,43,78.8,308,391,,,27,,,,12,,,,10.0,1,10,,5,,,19,8,11,,42,2,,0,5.0,,,,,,,,0.0,,7,,,6.74,6.84
PL-2025-26-14025263,Jornada 9,2025-10-26,Everton,1,Tottenham,0,3,,,12,2,5,5,0,,,,,,,,,,3.0,9,2.0,8,56,,31,54,84.6,374,442,,,16,,,,8,,,,9.1,3,33,,6,,,19,10,9,,27,3,,0,1.0,,,,,0.0,,1.0,2.0,,9,,,,,7,4,2,1,0,,,,,,,,,,4.0,8,2.0,8,37,,16,46,83.3,329,395,,,14,,,,9,,,,26.7,4,15,,6,,,20,11,9,,54,0,,1,2.0,,,,,1.0,,2.0,0.0,,8,,,6.63,7.3
PL-2025-26-14025273,Jornada 10,2025-11-01,Brighton,1,Leeds,3,0,,,14,7,5,2,0,,,,,,,,,,3.0,4,3.0,9,50,,26,50,87.8,431,491,,,19,,,,7,,,,20.0,2,10,,3,,,24,15,9,,14,0,,1,2.0,,,,,1.0,,,0.0,,10,,,,,5,2,2,1,0,,,,,,,,,,1.0,7,1.0,11,35,,18,50,87.0,423,486,,,22,,,,10,,,,21.1,4,19,,6,,,12,8,4,,19,3,,0,4.0,,,,,0.0,,,1.0,,7,,,7.6,6.35
PL-2025-26-14025275,Jornada 10,2025-11-01,Burnley,1,Arsenal,0,2,,,3,0,3,0,1,,,,,,,,,,1.0,1,0.0,6,57,,12,46,81.5,348,427,,,27,,,,13,,,,7.7,1,13,,7,,,14,9,5,,28,2,,0,5.0,,,,,0.0,,1.0,2.0,,10,,,,,12,8,3,1,0,,,,,,,,,,4.0,6,1.0,5,50,,23,54,86.2,426,494,,,13,,,,10,,,,28.6,4,14,,6,,,16,7,9,,28,0,,1,0.0,,,,,1.0,,0.0,1.0,,13,,,6.64,7.13
PL-2025-26-14025277,Jornada 10,2025-11-01,Crystal Palace,1,Brentford,2,0,,,10,3,3,4,1,,,,,,,,,,1.0,6,1.0,2,57,,24,36,66.4,178,268,,,17,,,,11,,,,11.8,2,17,,12,,,13,7,6,,31,0,,1,2.0,,,,,3.0,,1.0,0.0,,7,,,,,6,2,2,2,0,,,,,,,,,,1.0,5,3.0,6,66,,16,64,79.5,392,493,,,27,,,,7,,,,5.9,1,17,,4,,,16,11,5,,38,2,,0,2.0,,,,,3.0,,0.0,3.0,,11,,,7.05,6.44
PL-2025-26-14025279,Jornada 10,2025-11-01,Fulham,1,Wolves,3,0,,,19,6,5,8,1,,,,,,,,,,2.0,10,3.0,7,58,,37,63,86.9,477,549,,,19,,,,14,,,,28.6,6,21,,4,,,6,2,4,,22,0,,1,2.0,,,,,1.0,,1.0,1.0,0.0,13,,,,,5,2,2,1,0,,,,,,,,,,1.0,1,0.0,2,64,,17,37,76.9,243,316,,,31,,,,13,,,,25.0,4,16,,10,,,17,12,5,,31,3,,0,4.0,,,,,0.0,,0.0,3.0,1.0,14,,,7.25,6.52
PL-2025-26-14025285,Jornada 10,2025-11-01,Nottm Forest,1,Man United,2,2,,,17,3,8,6,0,,,,,,,,,,1.0,8,2.0,5,57,,24,41,75.1,263,350,,,23,,,,7,,,,20.0,5,25,,11,,,17,10,7,,17,2,,0,4.0,,,,,1.0,,1.0,1.0,,17,,,,,18,7,6,5,1,,,,,,,,,,0.0,5,1.0,8,63,,17,59,84.2,442,525,,,31,,,,10,,,,38.5,5,13,,10,,,12,10,2,,22,2,,0,1.0,,,,,0.0,,1.0,1.0,,0,,,6.81,7.01
PL-2025-26-14025289,Jornada 10,2025-11-01,Tottenham,1,Chelsea,0,1,,,3,1,1,1,0,,,,,,,,,,0.0,6,1.0,9,47,,15,48,76.0,294,387,,,13,,,,12,,,,,0,16,,4,,,30,19,11,,20,1,,0,8.0,,,,,0.0,,1.0,4.0,,14,,,,,15,9,5,1,0,,,,,,,,,,6.0,5,1.0,8,53,,36,52,80.7,343,425,,,26,,,,14,,,,23.1,3,13,,17,,,20,12,8,,19,0,,1,1.0,,,,,5.0,,1.0,2.0,,12,,,6.75,7.07
PL-2025-26-14025281,Jornada 10,2025-11-01,Liverpool,1,Aston Villa,2,0,,,16,4,7,5,0,,,,,,,,,,4.0,1,8.0,9,63,,21,53,87.4,408,467,,,19,,,,11,,,,9.1,1,11,,6,,,12,8,4,,25,0,,1,3.0,,,,,,,,2.0,,13,,,,,10,3,6,1,2,,,,,,,,,,0.0,4,0.0,6,51,,22,47,84.4,336,398,,,21,,,,13,,,,5.6,1,18,,6,,,11,7,4,,26,2,,0,2.0,,,,,,,,3.0,,11,,,7.35,6.35
PL-2025-26-14025291,Jornada 10,2025-11-02,West Ham,1,Newcastle,3,1,,,15,9,3,3,1,,,,,,,,,,2.0,7,4.0,7,41,,21,37,76.6,245,320,,,20,,,,10,,,,28.6,6,21,,7,,,21,13,8,,41,1,,0,3.0,,,,,1.0,,2.0,1.0,,5,,,,,12,4,6,2,0,,,,,,,,,,0.0,6,0.0,7,89,,22,63,85.7,467,545,,,22,,,,5,,,,7.4,2,27,,9,,,8,5,3,,19,3,,0,7.0,,,,,1.0,,3.0,2.0,,10,,,6.95,6.55
PL-2025-26-14025283,Jornada 10,2025-11-02,Man City,1,Bournemouth,3,1,,,15,8,4,3,0,,,,,,,,,,4.0,9,0.0,13,53,,43,48,86.2,425,493,,,16,,,,11,,,,25.0,4,16,,9,,,10,7,3,,23,1,,0,4.0,,,,,0.0,,2.0,2.0,,8,,,,,8,5,2,1,0,,,,,,,,,,1.0,4,3.0,4,55,,17,52,88.5,461,521,,,26,,,,8,,,,5.0,1,20,,5,,,23,10,13,,27,3,,0,4.0,,,,,1.0,,2.0,2.0,,11,,,7.09,6.58
PL-2025-26-14723615,Jornada 10,2025-11-03,Sunderland,1,Everton,1,1,,,17,3,7,7,0,,,,,,,,,,1.0,4,2.0,7,80,,29,61,84.9,449,529,,,29,,,,12,,,,28.6,6,21,,5,,,14,10,4,,21,1,,0,1.0,,,,,3.0,,,3.0,,10,,,,,8,2,3,3,1,,,,,,,,,,1.0,1,0.0,6,47,,19,39,76.9,267,347,,,13,,,,10,,,,22.2,2,9,,8,,,14,6,8,,45,1,,0,2.0,,,,,0.0,,,2.0,,12,,,7.01,6.81
PL-2025-26-14025057,Jornada 11,2025-11-08,Tottenham,1,Man United,2,2,,,10,4,3,3,0,,,,,,,,,,3.0,5,2.0,12,65,,18,55,83.0,385,464,,,14,,,,8,,,,17.2,5,29,,7,,,26,15,11,,17,2,,0,0.0,,,,,1.0,,,5.0,,10,,,,,5,2,2,1,0,,,,,,,,,,2.0,3,3.0,3,40,,19,45,77.0,305,396,,,29,,,,10,,,,33.3,4,12,,6,,,21,8,13,,23,2,,0,2.0,,,,,0.0,,,1.0,,8,,,6.56,6.9
PL-2025-26-14025043,Jornada 11,2025-11-08,Everton,1,Fulham,2,0,,,14,5,5,4,0,,,,,,,,,,4.0,7,5.0,6,53,,26,50,84.2,342,406,,,16,,,,14,,,,27.3,6,22,,4,,,15,10,5,,23,0,,1,4.0,,,,,,,0.0,2.0,,11,,,,,8,4,1,3,0,,,,,,,,,,0.0,5,1.0,9,37,,19,50,82.2,338,411,,,22,,,,11,,,,14.3,2,14,,13,,,17,12,5,,34,2,,0,3.0,,,,,,,1.0,2.0,,14,,,7.26,6.57
PL-2025-26-14025060,Jornada 11,2025-11-08,West Ham,1,Burnley,3,2,,,15,6,1,8,0,,,,,,,,,,3.0,7,2.0,6,47,,22,43,82.4,308,374,,,25,,,,13,,,,22.2,4,18,,13,,,14,10,4,,30,2,,0,5.0,,,,,1.0,,1.0,2.0,,15,,,,,16,7,2,7,0,,,,,,,,,,4.0,4,1.0,3,68,,25,57,85.1,440,517,,,21,,,,15,,,,23.1,3,13,,7,,,16,11,5,,28,3,,0,3.0,,,,,1.0,,0.0,2.0,,13,,,6.69,6.74
PL-2025-26-14025054,Jornada 11,2025-11-08,Sunderland,1,Arsenal,2,2,,,6,2,2,2,0,,,,,,,,,,2.0,2,2.0,2,43,,14,35,78.7,226,287,,,12,,,,13,,,,,0,11,,6,,,16,8,8,,39,2,,0,5.0,,,,,,,1.0,2.0,,13,,,,,17,7,6,4,1,,,,,,,,,,4.0,2,0.0,8,62,,32,65,87.0,460,529,,,10,,,,13,,,,18.2,4,22,,3,,,12,4,8,,25,2,,0,0.0,,,,,,,0.0,1.0,,13,,,6.62,6.81
PL-2025-26-14025023,Jornada 11,2025-11-08,Chelsea,1,Wolves,3,0,,,20,8,6,6,1,,,,,,,,,,6.0,10,,9,70,,36,64,88.4,543,614,,,25,,,,14,,,,15.4,4,26,,7,,,9,8,1,,15,0,,1,0.0,,,,,1.0,,0.0,1.0,,12,,,,,3,0,3,0,0,,,,,,,,,,0.0,1,,4,40,,8,36,80.6,279,346,,,29,,,,12,,,,11.1,1,9,,12,,,10,3,7,,30,3,,0,5.0,,,,,0.0,,1.0,2.0,,14,,,7.45,6.39
PL-2025-26-14025014,Jornada 11,2025-11-09,Aston Villa,1,Bournemouth,4,0,,,16,8,2,6,0,,,,,,,,,,2.0,6,0.0,7,54,,27,52,78.3,271,346,,,20,,,,20,,,,18.8,3,16,,6,,,20,12,8,,22,0,,1,3.0,,,1.0,,2.0,,0.0,2.0,,8,,,,,12,3,5,4,1,,,,,,,,,,2.0,9,2.0,13,43,,12,48,80.1,253,316,,,17,,,,7,,,,9.5,2,21,,11,,,16,9,7,,35,4,,0,4.0,,,0.0,,0.0,,1.0,2.0,,20,,,7.25,6.48
PL-2025-26-14025017,Jornada 11,2025-11-09,Brentford,1,Newcastle,3,1,,,15,7,4,4,0,,,,,,,,,,4.0,6,2.0,6,64,,35,49,75.9,321,423,,,28,,,,12,,,,31.2,5,16,,10,,,17,12,5,,16,1,,0,0.0,,,,,0.0,,1.0,2.0,0.0,23,,,,,5,1,3,1,0,,,,,,,,,,1.0,2,0.0,7,51,,16,51,82.3,362,440,,,23,,,,10,,,,13.3,2,15,,5,,,10,7,3,,56,3,,0,4.0,,,,,1.0,,2.0,3.0,1.0,0,,,7.05,6.51
PL-2025-26-14025033,Jornada 11,2025-11-09,Crystal Palace,1,Brighton,0,0,,,10,2,7,1,0,,,,,,,,,,0.0,4,2.0,5,47,,30,42,72.9,272,373,,,17,,,,12,,,,54.5,6,11,,14,,,21,14,7,,32,0,,1,3.0,,,,,0.0,,4.0,1.0,,10,,,,,7,3,1,3,0,,,,,,,,,,1.0,8,1.0,4,48,,28,58,84.1,423,503,,,25,,,,10,,,,15.4,4,26,,4,,,16,11,5,,22,0,,1,2.0,,,,,2.0,,0.0,4.0,,12,,,7.08,6.93
PL-2025-26-14025051,Jornada 11,2025-11-09,Nottm Forest,1,Leeds,3,1,,,14,6,2,6,0,,,,,,,,,,3.0,6,2.0,7,66,,24,46,79.6,277,348,,,23,,,,10,,,,23.1,6,26,,6,,,27,17,10,,27,1,,0,2.0,,,,,0.0,,,2.0,,10,,,,,10,3,5,2,0,,,,,,,,,,1.0,4,1.0,5,64,,20,54,81.1,353,435,,,19,,,,10,,,,15.4,2,13,,9,,,15,10,5,,28,3,,0,3.0,,,,,1.0,,,1.0,,11,,,7.09,6.68
PL-2025-26-14025048,Jornada 11,2025-11-09,Man City,1,Liverpool,3,0,,,14,6,3,5,0,,,,,,,,,,1.0,7,1.0,9,35,,28,49,83.4,377,452,,,14,,,,14,,,,36.4,4,11,,9,,,17,12,5,,23,0,,1,2.0,,,0.0,,,,,2.0,,14,,,,,7,1,2,4,0,,,,,,,,,,2.0,7,7.0,4,64,,22,51,87.0,410,471,,,18,,,,14,,,,5.6,1,18,,9,,,8,7,1,,13,3,,0,3.0,,,1.0,,,,,4.0,,15,,,7.41,6.21
PL-2025-26-14025072,Jornada 12,2025-11-22,Burnley,1,Chelsea,0,2,,,8,2,3,3,0,,,,,,,,,,1.0,1,0.0,1,48,,17,44,78.7,329,418,,,21,,,,8,,,,14.3,1,7,,12,,,16,7,9,,28,2,,0,3.0,,,,,0.0,,5.0,2.0,,13,,,,,15,5,5,5,1,,,,,,,,,,2.0,9,3.0,9,39,,31,56,83.8,439,524,,,18,,,,13,,,,7.7,1,13,,12,,,15,9,6,,19,0,,1,2.0,,,,,1.0,,0.0,3.0,,8,,,6.52,7.1
PL-2025-26-14025063,Jornada 12,2025-11-22,Bournemouth,1,West Ham,2,2,,,28,10,11,7,0,,,,,,,,,,4.0,9,2.0,9,95,,57,76,85.6,527,616,,,13,,,,9,,,,27.8,15,54,,7,,,19,10,9,,11,2,,0,0.0,,,,,0.0,,0.0,3.0,,9,,,,,5,2,2,1,0,,,,,,,,,,0.0,2,2.0,8,49,,8,24,56.9,115,202,,,24,,,,9,,,,16.7,1,6,,9,,,13,10,3,,57,2,,0,10.0,,,,,3.0,,3.0,2.0,,10,,,6.81,7.11
PL-2025-26-14025069,Jornada 12,2025-11-22,Brighton,1,Brentford,2,1,,,14,5,8,1,0,,,,,,,,,,1.0,7,0.0,10,59,,35,64,83.2,479,576,,,20,,,,9,,,,16.7,3,18,,8,,,23,10,13,,19,1,,0,3.0,,,1.0,,,,1.0,4.0,,10,,,,,10,4,5,1,0,,,,,,,,,,3.0,4,1.0,9,42,,25,36,74.5,234,314,,,18,,,,8,,,,21.4,3,14,,13,,,20,8,12,,29,2,,0,3.0,,,0.0,,,,0.0,2.0,,9,,,6.87,6.61
PL-2025-26-14025075,Jornada 12,2025-11-22,Fulham,1,Sunderland,1,0,,,24,6,13,5,0,,,,,,,,,,4.0,7,1.0,2,51,,46,57,84.9,412,485,,,22,,,,13,,,,30.8,8,26,,6,,,11,7,4,,28,0,,1,2.0,,,,,1.0,,0.0,3.0,,5,,,,,4,2,1,1,0,,,,,,,,,,0.0,4,3.0,3,51,,22,43,80.2,299,373,,,17,,,,5,,,,14.3,2,14,,9,,,21,9,12,,25,1,,0,4.0,,,,,0.0,,1.0,3.0,,13,,,7.0,6.85
PL-2025-26-14025081,Jornada 12,2025-11-22,Liverpool,1,Nottm Forest,0,3,,,21,4,8,9,0,,,,,,,,,,1.0,8,0.0,14,88,,50,75,88.9,559,629,,,19,,,,8,,,,23.1,9,39,,4,,,15,10,5,,17,3,,0,4.0,,,,,2.0,,0.0,2.0,,11,,,,,15,7,3,5,0,,,,,,,,,,2.0,6,2.0,7,39,,23,25,70.2,151,215,,,21,,,,11,,,,20.0,3,15,,7,,,27,17,10,,46,0,,1,3.0,,,,,2.0,,1.0,0.0,,8,,,6.67,7.39
PL-2025-26-14025090,Jornada 12,2025-11-22,Wolves,1,Crystal Palace,0,2,,,8,1,5,2,0,,,,,,,,,,2.0,1,2.0,7,59,,24,48,80.9,330,408,,,27,,,,9,,,,14.3,2,14,,8,,,21,10,11,,44,2,,0,2.0,,,,,3.0,,1.0,2.0,,13,,,,,10,4,3,3,0,,,,,,,,,,2.0,4,3.0,7,53,,23,52,83.3,364,437,,,24,,,,13,,,,,0,23,,10,,,19,11,8,,30,0,,1,1.0,,,,,0.0,,0.0,3.0,,9,,,6.57,7.19
PL-2025-26-14025087,Jornada 12,2025-11-22,Newcastle,1,Man City,2,1,,,9,5,3,1,1,,,,,,,,,,5.0,5,3.0,4,41,,14,33,77.2,220,285,,,25,,,,8,,,,35.7,5,14,,7,,,17,11,6,,36,1,,0,3.0,,,,,1.0,,,1.0,,13,,,,,17,4,9,4,0,,,,,,,,,,3.0,9,2.0,9,73,,43,67,89.9,525,584,,,18,,,,13,,,,23.1,6,26,,10,,,13,9,4,,15,2,,0,3.0,,,,,1.0,,,3.0,,8,,,6.98,6.74
PL-2025-26-14025078,Jornada 12,2025-11-23,Leeds,1,Aston Villa,1,2,,,14,5,5,4,0,,,,,,,,,,3.0,3,4.0,9,62,,24,48,84.8,339,400,,,20,,,,16,,,,15.4,4,26,,12,,,26,16,10,,21,2,,0,2.0,,,,,0.0,,,5.0,,18,,,,,14,3,7,4,0,,,,,,,,,,1.0,3,2.0,12,51,,23,52,79.7,358,449,,,18,,,,18,,,,36.4,4,11,,7,,,20,8,12,,18,1,,0,3.0,,,,,3.0,,,1.0,,16,,,6.79,7.08
PL-2025-26-14025066,Jornada 12,2025-11-23,Arsenal,1,Tottenham,4,1,,,17,8,7,2,0,,,,,,,,,,3.0,4,3.0,5,65,,27,57,81.0,363,448,,,20,,,,15,,,,26.7,4,15,,11,,,23,16,7,,17,1,,0,1.0,,,,,2.0,,0.0,1.0,,11,,,,,3,2,1,0,0,,,,,,,,,,0.0,1,1.0,4,37,,4,43,75.8,250,330,,,18,,,,11,,,,,0,7,,8,,,21,12,9,,34,4,,0,4.0,,,,,0.0,,1.0,3.0,,15,,,7.21,6.45
PL-2025-26-14723574,Jornada 12,2025-11-24,Man United,1,Everton,0,1,,,25,6,12,7,0,,,,,,,,,,3.0,9,1.0,4,70,,50,70,87.9,558,635,,,18,,,,9,,,,18.4,7,38,,8,,,14,7,7,,19,1,,0,0.0,,,,,1.0,,0.0,2.0,0.0,12,,,,,3,1,1,1,0,,,,,,,,,,0.0,1,2.0,4,45,,10,30,67.6,190,281,,,26,,,,12,,,,11.1,1,9,,11,,,6,3,3,,46,0,,1,6.0,,,,,0.0,,2.0,0.0,1.0,9,,,6.82,6.8
PL-2025-26-14025096,Jornada 13,2025-11-29,Brentford,1,Burnley,3,1,,,14,4,9,1,0,,,,,,,,,,6.0,5,3.0,7,71,,35,52,79.1,321,406,,,19,,,,6,,,,20.8,5,24,,11,,,9,8,1,,51,1,,0,1.0,,,,,1.0,,0.0,0.0,,7,,,,,6,2,1,3,0,,,,,,,,,,1.0,6,1.0,2,53,,13,48,69.4,263,379,,,20,,,,6,,,,6.7,1,15,,7,,,26,18,8,,37,3,,0,1.0,,,,,1.0,,1.0,2.0,,7,,,7.09,6.29
PL-2025-26-14025108,Jornada 13,2025-11-29,Man City,1,Leeds,3,2,,,18,9,3,6,0,,,,,,,,,,6.0,8,2.0,7,59,,45,62,88.2,495,561,,,26,,,,11,,,,34.6,9,26,,2,,,6,2,4,,25,2,,0,1.0,,,1.0,,,,,4.0,,17,,,,,9,4,3,2,0,,,,,,,,,,3.0,1,4.0,4,42,,20,38,76.1,265,348,,,20,,,,16,,,,21.4,3,14,,8,,,26,14,12,,21,3,,0,6.0,,,0.0,,,,,1.0,,11,,,6.89,6.66
PL-2025-26-14025114,Jornada 13,2025-11-29,Sunderland,1,Bournemouth,3,2,,,12,6,4,2,0,,,,,,,,,,2.0,6,1.0,9,58,,29,43,71.9,240,334,,,13,,,,12,,,,27.3,6,22,,8,,,14,8,6,,26,2,,0,4.0,,,,,2.0,,1.0,5.0,0.0,14,,,,,18,6,8,4,2,,,,,,,,,,2.0,3,2.0,3,76,,36,57,81.2,376,463,,,24,,,,14,,,,21.7,5,23,,9,,,19,10,9,,21,3,,0,3.0,,,,,0.0,,1.0,5.0,1.0,13,,,6.87,6.61
PL-2025-26-14025105,Jornada 13,2025-11-29,Everton,1,Newcastle,1,4,,,10,2,6,2,1,,,,,,,,,,1.0,8,,4,77,,31,49,88.1,458,520,,,30,,,,6,,,,20.0,5,25,,9,,,19,12,7,,19,4,,0,3.0,,,,,0.0,,1.0,,,4,,,,,13,8,1,4,1,,,,,,,,,,5.0,7,,5,47,,28,51,87.7,485,553,,,20,,,,4,,,,41.2,7,17,,3,,,16,16,0,,30,1,,0,1.0,,,,,1.0,,0.0,,,6,,,6.64,7.38
PL-2025-26-14025117,Jornada 13,2025-11-29,Tottenham,1,Fulham,1,2,,,14,2,6,6,0,,,,,,,,,,3.0,8,3.0,7,73,,27,63,86.6,439,507,,,21,,,,7,,,,15.4,6,39,,13,,,14,7,7,,18,2,,0,1.0,,,,,1.0,,1.0,3.0,,11,,,,,7,3,1,3,1,,,,,,,,,,0.0,2,4.0,5,32,,15,37,75.0,240,320,,,21,,,,11,,,,16.7,1,6,,9,,,29,16,13,,47,1,,0,0.0,,,,,1.0,,3.0,2.0,,7,,,6.55,6.95
